X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,Output Class
1929.25,-15.41774076,-13.35061613,10.97208492,-0.798839585,-0.137096924,-4.095373658,-12.77788424,10.42433322,13.43843718,18.01683233,-0.140620467,13.13997701,-9.660111217,-15.09355346,5.048117341,-4.327347408,-6.626220387,-1.420180708,7.816319684,-3.145739369,-5.992307404,-5.565054164,9.011663163,-10.85281599,-3.389987365,-4.266387082,1.601808567,3.178846794,-6.679577688,119.9755859,33.20242116,-35.18003753,5.545044034,126.6259766,21.53870401,37.66184664,5.10628005,149.4169922,78.64067898,-36.26476336,5.727812244,139.1533203,94.80807571,-44.49222797,5.545114429,134.8076172,27.99681031,0.105074524,6.67944146,130.3095703,51.17819728,-38.75237941,6.863586874,151.9658203,67.36264819,-70.3902774,5.932232093,157.8701172,69.90091848,-72.10007104,5.976953019,132.0546875,29.05172746,0.552164225,6.687521372,159.1074219,41.8993887,-55.69439652,6.600480465,175.9111328,60.33434605,-85.85572634,5.92830015,176.7392578,63.14663446,-84.49454729,5.905671207,105.0253906,17.46361563,4.498880169,5.659260624,114.3798828,29.03448289,-35.00095681,5.627594741,128.1484375,79.6010158,-33.40556285,5.685109956,134.4521484,95.25111576,-39.25472286,5.493022068,0
1849.953125,-7.714792403,5.441205931,-2.766500971,7.621963434,-0.360405847,-0.925523798,1.344385077,4.613895702,-2.749907201,24.31713546,2.260247427,6.003579388,3.688615903,-0.255324139,0.007240265,3.395059226,3.935515544,0.384099416,-3.579283964,-2.570896811,0.635545884,-0.546984854,-2.781813001,3.467312803,-3.350227847,-5.837905277,1.984262907,1.532662688,-3.075217878,119.8759766,33.06361129,-36.74293557,5.351968884,122.7460938,22.33507227,40.55297048,4.964666318,145.6582031,78.41989575,-35.24575149,5.634652194,148.7548828,101.2147386,-46.85861563,5.285474129,133.828125,22.78148041,0.923645789,6.377222954,139.4287109,53.01347481,-52.84845292,6.663549702,181.5849609,79.69517493,-88.92338123,5.455754332,183.1904297,80.55101903,-87.2292805,5.455226225,119.2890625,21.83904271,-0.026233706,6.291205814,181.6611328,44.41225783,-73.19297103,6.271998992,200.0146484,67.67763649,-102.5162506,5.449584683,198.5224609,70.07247562,-98.4296699,5.436331794,104.7597656,14.23247628,5.886402374,5.368162739,115.6943359,29.26657729,-37.23437859,5.50720518,139.3085938,87.2606687,-36.70003934,5.534123353,144.7949219,102.6820265,-42.04948247,5.254897,0
2153.734375,6.73300107,10.15126712,-2.285341804,-9.279376491,2.353315044,10.7945117,2.655512759,-6.175603888,7.887902584,20.23051515,12.67564454,2.527686463,7.027978384,0.55480521,-0.494364398,-8.937960342,6.681877073,-1.62449882,11.84530083,-5.687188519,-10.98060226,-1.448753023,-2.467029969,12.27490875,14.31576203,2.456512106,-8.424982409,-5.008954755,5.834234392,120.0478516,32.57246511,-36.258946,5.565002837,121.5117188,22.19475804,46.93340285,5.208049588,140.2099609,75.73869203,-33.00913132,5.79062434,148.3603516,101.614064,-46.80315573,5.395876029,133.6591797,35.26736681,1.711617929,6.974517816,128.8496094,51.35519729,-36.56757894,7.206620169,177.2929688,77.31995284,-87.92290668,5.888028438,184.8251953,80.39260177,-89.60807889,5.690047022,127.9296875,35.42563373,0.373219298,7.0185237,168.4462891,44.00975396,-51.46853765,7.012241196,197.2626953,65.95884085,-101.8820086,5.673768239,198.3251953,69.11063587,-99.63326123,5.54678825,103.7734375,19.23013985,3.731221213,5.792912921,113.8076172,28.75035836,-34.75454885,5.674802235,140.6533203,87.08507609,-36.38776077,5.692203955,146.4990234,104.1385045,-42.47494558,5.384132841,0
2027.328125,-30.93736986,9.908389948,7.430606462,-2.15228498,-4.016235886,-6.523930579,5.147434434,2.577303665,3.571800781,28.95150433,14.31537254,-14.8141985,3.655143182,-2.519722915,-3.501244001,-20.78641327,3.511841758,-3.993163456,16.84001333,-21.38759282,16.20033388,5.766041217,3.673089845,-1.54084431,6.720132557,0.867742717,-3.328553049,-2.084582223,-0.398462934,118.078125,32.16673708,-34.97166906,5.724652072,122.0380859,22.11059548,42.05401624,5.288114303,141.5039063,76.16329589,-33.10505042,6.050237354,144.1767578,98.40770882,-45.25772891,5.697239861,141.3320313,30.37781477,-1.182574965,6.822572954,133.5712891,52.83724269,-40.21234477,7.11180468,169.8632813,74.23890423,-80.44629251,6.243076407,174.6923828,76.29270129,-80.80613939,6.204480983,134.2412109,33.07929366,-0.899498847,6.902517374,167.5185547,44.46678061,-46.48051805,7.001536292,188.4804688,63.99827275,-92.29786526,6.090616311,190.9453125,67.52607235,-91.0801384,6.020771329,103.5458984,20.48098019,2.332183489,5.941215544,113.4511719,28.60123807,-33.06771272,5.863733255,134.875,83.53800127,-34.14466772,6.016046933,140.21875,99.27565297,-40.38914013,5.658063064,0
1933.71875,-43.26028771,-1.151115491,-24.01010715,-6.682768194,-4.093433109,-7.835839498,-17.10975601,-2.267428901,2.140676391,-35.94661597,2.634874476,17.08910547,16.37330461,9.313278061,-0.903445778,2.608082403,3.661881915,-0.187197927,12.70878857,-9.817249977,4.016018491,-2.038187525,-0.327979421,4.49512058,-1.250167016,-3.964800907,-3.384977881,-3.605755391,-1.032351665,117.0986328,31.01812471,-33.2188998,5.689083637,121.6826172,21.34148164,39.0177225,5.284534943,138.8935547,73.48139245,-32.20305368,6.06225661,139.59375,94.83197003,-42.97659097,5.926796141,128.4394531,29.22829467,-3.474899743,6.528146756,131.4091797,52.6298019,-41.2270711,6.851610776,157.6875,70.95165057,-66.13766596,6.266877913,162.9042969,73.43034953,-66.49964707,6.253363027,141.4775391,28.89358647,-1.580813621,6.692198968,168.3701172,45.53909642,-58.92250909,6.617906904,179.4599609,63.85042915,-77.95496965,6.317973819,177.6835938,65.82822317,-75.17967561,6.327917669,103.8457031,15.61773647,5.268435302,5.516935038,110.9541016,26.1540815,-29.64926341,5.70993454,132.5898438,81.20221993,-33.20723057,6.117593072,136.5126953,96.32945095,-38.4029076,5.855769422,0
2115.9375,-11.67774065,-5.306882589,0.567885304,-4.701057848,0.842734882,1.159237243,-0.757368169,0.127056799,-3.070432505,10.12929068,5.409232897,3.826695558,-1.265380836,6.796666739,7.79446304,-4.106606736,-3.304492596,4.677011471,-0.076154329,5.638353106,1.389404642,1.094330745,4.038931197,2.829035995,2.591629452,3.05548904,-2.68665364,-4.033968882,1.466107036,122,33.05505587,-36.36298164,5.389965674,122.2548828,21.81022722,39.71638386,5.159484403,145.2265625,78.85763625,-35.79708161,5.573754152,150.9609375,103.4087122,-47.4636096,5.176380038,127.4667969,32.60066848,-3.18734266,6.849459398,147.859375,56.14891742,-57.00070462,6.852973228,185.3037109,81.0167478,-91.99390265,5.583069241,186.6347656,81.66308096,-90.04811238,5.51875222,134.3320313,27.644279,-0.692456805,6.695298108,177.1572266,45.42844741,-65.16214379,6.718938165,197.7460938,67.01546277,-102.1283789,5.654910056,198.8183594,70.22347291,-99.69246877,5.505646626,104.4208984,16.34251288,3.912737347,5.657515369,115.3623047,28.53675305,-35.41986611,5.584127404,139.4570313,86.96822847,-36.21020681,5.578679148,145.8808594,103.6807632,-41.8829093,5.202148846,0
2054.71875,8.851185723,6.286518653,-7.814917314,-2.018934662,-3.451359635,-1.721587081,-2.39023589,1.885269645,2.940148299,20.51889902,-4.461499443,-1.405500971,4.718322262,-1.318699824,-0.95461478,-3.600557891,-2.686295132,2.125551338,-0.9014613,-2.978776973,-2.696503213,-2.513253922,2.047026179,-4.002911456,1.589876055,-1.80307765,-0.376212082,0.515916834,-0.661552867,120.6552734,33.28624246,-36.86947933,5.300859021,122.6220703,22.32922914,41.47985716,5.047724557,145.4482422,78.52601615,-34.84448573,5.608636346,149.4921875,102.407313,-46.41810227,5.336734143,133.8173828,22.7561129,-0.013836327,6.39300424,147.34375,56.09804997,-59.25891662,6.592657904,182.5185547,79.67439627,-90.60298794,5.428267843,183.9931641,80.25977691,-88.45676206,5.379600651,133.7539063,24.80694964,-1.147892101,6.484285558,187.2871094,45.76000563,-79.10000857,6.27606822,197.828125,66.33913336,-101.7632433,5.519329159,196.1650391,68.62560556,-97.39762838,5.481392363,104.0634766,14.11334122,5.587423785,5.297937459,118.2011719,29.61574484,-37.70656742,5.548196193,139.2138672,86.70391294,-35.65773121,5.577453718,143.5039063,102.0329967,-40.76737519,5.322492373,0
2218.53125,0.399095048,9.884445134,-2.296549041,2.02749396,-1.62826868,8.208920989,-5.69677521,1.574248868,1.408330653,23.71679832,12.20776234,10.68583948,11.7192323,7.962507714,-3.027202541,1.169724616,6.432995959,-4.130987238,-3.758588272,6.91021342,6.243822038,1.844134321,5.645369269,12.03871715,-11.55600363,-2.552157736,0.366711512,-2.756644115,-4.115510866,119.1464844,32.51339909,-35.48399914,5.537425511,121.9277344,22.02020229,43.45771759,5.161676995,141.7236328,76.4927794,-33.32526675,5.890886631,148.34375,101.4858316,-46.64363786,5.634107457,139.0019531,24.67507591,7.08742559,6.448787252,140.2861328,52.20784748,-53.26027913,6.854534817,181.3916016,79.6248281,-89.0113107,5.745344715,183.8320313,80.58349894,-87.33416296,5.715128865,126.2978516,20.59998851,-1.576616118,6.265273477,180.1894531,45.0616033,-68.03831857,6.677472572,191.2177734,64.72681804,-97.19566077,5.782833198,193.3300781,68.19957525,-95.48391199,5.696514771,104.546875,17.37814017,4.284169721,5.741345267,116.3544922,29.06878829,-36.82611004,5.59042722,139.2275391,86.66192386,-36.15438331,5.852813196,145.4541016,103.1835149,-42.00668429,5.581576332,0
2084.46875,-4.158218196,-7.33724197,-8.970737639,-2.230940351,1.262280067,8.690335461,2.332635915,-4.677616805,1.66482475,-34.00871284,-8.037745476,-26.43826531,6.400563323,-15.06036839,15.34506164,-1.831224096,9.60118219,3.943535632,-11.21330858,31.28090643,-7.545285692,11.60851685,6.005430394,3.059241521,-8.785429095,-8.375032688,-1.362469046,-3.218463527,-6.737623184,111.0302734,33.11765929,-27.25571418,5.902030953,138.3730469,21.82443925,27.15743244,5.403510971,147.3828125,78.47507776,-27.25458964,6.092420956,132.6289063,93.23829614,-29.73697967,5.931346112,126.90625,24.43324372,-0.342047732,6.401268857,137.1083984,54.88870992,-46.92721551,7.078559622,165.6445313,72.95545656,-72.90758481,6.579714555,167.4472656,73.71811514,-71.60010224,6.576477228,135.1054688,23.00756944,-1.241916327,6.409061585,169.1572266,44.15995082,-50.20717613,6.930016771,176.578125,60.641555,-74.28297553,6.581086039,177.3310547,63.22602353,-73.72926593,6.576508379,108.2275391,14.45784495,4.190289889,5.479624765,106.7431641,29.40140854,-27.46926704,5.894149843,121.0703125,79.2782194,-21.97262747,6.207813027,126.9248047,92.71318977,-24.32761481,5.949624369,0
1804.65625,-0.030689966,1.986142217,1.552102052,1.933874917,-1.734545109,-2.662433296,2.158921989,-1.833383305,-1.550809837,-14.63505401,-5.248274964,-11.21326026,-0.352258235,0.411534379,1.708611468,-1.497659716,1.130821397,-0.067853153,0.896780886,1.406977123,-3.254919426,-0.283627163,0.678977993,-1.607383844,0.258055693,0.092639565,0.866095409,0.494899199,-1.240207225,124.0087891,35.18473736,-36.75600159,5.384898104,123.9511719,22.84760908,36.71784514,4.970339116,154.4472656,84.08774686,-38.61704874,5.202075025,151.84375,103.999892,-46.61031707,5.02514455,137.6083984,13.28731361,-1.430940688,5.481546923,151.3085938,57.49492576,-65.48466268,6.054833343,188.3037109,81.75506809,-94.40710917,4.943470244,188.4902344,81.79920097,-91.64115743,4.906796983,136.4755859,12.04148873,-1.290574368,5.318417442,194.2119141,46.40250421,-85.13971685,5.853787887,200.2539063,66.54420218,-103.0107603,5.097705341,200.4091797,69.57963593,-100.092406,5.041512062,103.4970703,13.62571641,5.746335571,4.997918729,119.6728516,30.86046921,-38.11890852,5.521047512,140.7080078,88.84200609,-36.08280345,5.354525089,147.6416016,105.5650045,-41.29581242,4.983404077,0
2059.6875,-15.2602324,-2.230850471,0.238687426,1.143242594,1.327426964,-0.017376335,1.121763289,4.956870788,-0.869942771,-4.153380599,-20.94744738,-3.758627675,33.8088957,7.950013014,1.228035797,-2.271303228,-1.05790115,3.012904751,4.896178094,7.165547812,3.120498799,2.701792551,2.140808268,-1.358197764,1.047604087,-0.417623782,0.099580375,0.32370303,2.129374405,118.0576172,33.01919424,-33.11233546,5.565562992,129.2236328,21.64129146,35.2647105,5.146838171,147.0322266,78.06420095,-34.32874837,5.766393273,135.6982422,93.11110297,-41.25838364,5.467660306,133.484375,14.96714338,-1.380963345,5.70339878,153.4980469,57.15027815,-65.4799414,6.319770355,181.7070313,79.21576122,-90.04628574,5.676061818,181.6484375,79.29451775,-87.09627683,5.727383992,140.1650391,12.73724501,-4.127304749,5.398066902,197.71875,48.29744874,-86.64646021,6.121006459,193.5615234,65.13447721,-98.10145766,5.721166335,191.8320313,67.37045663,-94.13567944,5.768307458,103.4550781,14.21108769,5.422068744,5.277474318,117.0849609,29.83053713,-35.30831586,5.545942142,127.3857422,80.12622264,-32.23705307,5.660461459,133.4179688,94.99050687,-37.28232327,5.391195906,0
2195.875,0.977115048,-3.515017929,1.232467512,0.895360333,2.212758576,-10.79896578,5.344404512,2.744846818,-0.988993363,2.816097148,19.22869193,14.41721218,8.372014591,4.096735246,11.00162307,6.727243811,-0.241118687,2.394372625,7.397699919,5.763321009,0.296826115,3.17930174,2.890206311,5.111203396,2.170658471,1.463578868,-0.217796778,-2.564694065,0.231844116,121.0634766,33.65073472,-35.36980785,5.574639766,122.8652344,22.29046098,39.31300464,5.133898464,148.0976563,79.44262765,-33.03617355,6.055612011,144.6923828,99.59483399,-42.43570096,5.769915254,132.6660156,18.60395669,-0.085431956,6.026860939,143.4599609,53.65167568,-52.88547499,6.865889799,175.2412109,78.65370738,-79.08550509,6.244808276,177.5224609,79.69388138,-77.58133808,6.106794043,139.5839844,16.41255169,-0.954947197,5.858014683,183.2646484,45.65826356,-68.68118564,6.639265446,188.7646484,66.19304952,-88.23091365,6.240583404,186.9609375,68.27804224,-84.70890177,6.258363214,104.0800781,14.66938489,6.137967087,5.345082999,117.1240234,30.19715893,-37.4563047,5.620656799,135.9941406,86.0156915,-33.18799501,6.003544243,141.0869141,100.7808928,-37.68803428,5.7473801,0
